customer_id,age,gender,location,income_level,signup_date,n_transactions,total_spend,avg_basket_value,max_spend,min_spend,interactions_count,Comment,Like,Share,Negative,Neutral,Positive,Very Negative,Very Positive
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,2022-07-11 00:00:00,2.0,1133.19,566.595,943.57,189.62,,,,,,,,,
b26cfb17-237a-4b24-978e-b2afa4e3d741,23.0,Male,New Edwin,Medium,2023-10-18 00:00:00,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
cea94c78-1035-424f-b9e4-b1411222814b,48.0,Male,Collinsberg,Low,2021-11-12 00:00:00,,,,,,,,,,,,,,
afc2a89b-0b66-4b13-83d0-54cc54e5dae0,36.0,Female,Jacobview,High,2021-09-27 00:00:00,1.0,855.81,855.81,855.81,855.81,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
f7df3c81-3e6b-43c8-ae1c-c7b51cfcf21a,21.0,Male,South Julia,Medium,2022-12-10 00:00:00,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
a9afbefb-532c-4572-94ab-257bdbd4ca08,54.0,Female,Cynthiafort,High,2019-10-18 00:00:00,1.0,603.95,603.95,603.95,603.95,,,,,,,,,
05abacfa-de8a-4606-a35d-7487ed7554c7,56.0,Female,South Tammy,Medium,2023-01-22 00:00:00,2.0,1557.4099999999999,778.7049999999999,876.79,680.62,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
c8fd7478-dd48-479d-a9a7-1cf0e94ecbc3,62.0,Male,Adamsshire,Low,2023-02-10 00:00:00,,,,,,,,,,,,,,
b3f61584-004b-49fb-a843-fa05c119beea,25.0,Female,Richardchester,Low,2022-12-28 00:00:00,1.0,990.18,990.18,990.18,990.18,,,,,,,,,
f2ae0761-35fa-44a8-ac81-e607e89611ef,31.0,Male,Stevenfurt,Medium,2024-05-01 00:00:00,2.0,418.35,209.175,325.37,92.98,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8a34badc-d3bc-464a-8687-d6bd3bb08215,67.0,Female,New Russell,High,2020-09-22 00:00:00,2.0,790.49,395.245,424.05,366.44,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
9915aa87-c969-460b-844c-f57548662f88,53.0,Female,Jackmouth,Medium,2022-02-21 00:00:00,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fa51f8d8-92c4-4b55-b33d-dc7f1eae4792,27.0,Female,Calebstad,High,2019-07-06 00:00:00,1.0,981.01,981.01,981.01,981.01,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
c3575491-5c91-4a46-a63b-506bc3395c62,50.0,Female,Port Timothyfort,Medium,2022-01-17 00:00:00,1.0,827.66,827.66,827.66,827.66,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2ab68bd2-8796-475c-ac9b-835e790ea9dd,54.0,Female,Port Ashley,Medium,2023-01-24 00:00:00,1.0,179.45,179.45,179.45,179.45,,,,,,,,,
796a8711-1b1d-4557-a933-57aeb0dd9e95,44.0,Female,Mendozaton,Medium,2020-08-14 00:00:00,1.0,193.98,193.98,193.98,193.98,,,,,,,,,
9f110be6-2f67-4e3a-9e4d-a30319dba9da,62.0,Male,South Christine,Low,2022-05-25 00:00:00,,,,,,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
94c4f2d1-5f8b-4d82-9fb0-f1953ae4e597,46.0,Female,New David,Medium,2024-02-17 00:00:00,1.0,961.79,961.79,961.79,961.79,,,,,,,,,
1d26411f-e5b9-40b0-8082-7e069a926f9c,19.0,Male,New Virginiachester,Medium,2020-11-30 00:00:00,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
13ac9037-7cc4-4585-8329-34a338044f38,52.0,Male,Port Troy,High,2021-01-31 00:00:00,,,,,,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3c0eae54-dde8-4291-95d3-f8dfb98c475a,62.0,Female,Williamshaven,High,2022-02-10 00:00:00,,,,,,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
74335a51-6283-4262-b8a5-c72d988f3007,56.0,Female,East Zacharyville,Low,2019-09-17 00:00:00,1.0,242.13,242.13,242.13,242.13,,,,,,,,,
8f4bfd5c-d32d-49bb-a995-7535553847cf,64.0,Male,New Dianatown,High,2020-02-04 00:00:00,1.0,545.82,545.82,545.82,545.82,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6631a889-65d2-4588-9ed7-850c8b216f6d,22.0,Female,Warrenburgh,High,2021-03-26 00:00:00,1.0,597.83,597.83,597.83,597.83,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
c3a3cdb4-7e4f-4017-a8bf-5f329b6938c8,52.0,Female,Port Sheryl,Low,2020-08-04 00:00:00,2.0,257.46,128.73,247.28,10.18,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51bdd78c-efe1-46e6-8155-fb9677e935aa,40.0,Female,West Whitneymouth,Medium,2022-11-04 00:00:00,,,,,,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
31659ac0-47ae-49b1-9aa7-c208ed21336b,36.0,Male,Knappland,Low,2023-10-13 00:00:00,,,,,,,,,,,,,,
b7b84b81-c61b-4f23-b3db-b18010484122,52.0,Male,East Cynthiafort,Low,2020-02-21 00:00:00,2.0,1370.33,685.165,772.27,598.06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
409d7d69-e0b1-4493-8b23-100fb9518966,64.0,Female,Bradleyborough,Low,2023-03-11 00:00:00,1.0,844.73,844.73,844.73,844.73,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
1ec9eb96-4175-4c16-8477-4a6357f4e000,40.0,Male,Webbfurt,High,2020-11-23 00:00:00,2.0,924.2199999999999,462.10999999999996,774.18,150.04,,,,,,,,,
fc0c6daa-182e-431a-bfe6-bad99168e08d,26.0,Female,North Justin,High,2021-12-27 00:00:00,1.0,863.94,863.94,863.94,863.94,,,,,,,,,
f4274d3a-db95-4b02-b4cc-2b414f25d80d,46.0,Male,Annaport,Medium,2020-08-20 00:00:00,3.0,1521.24,507.08,919.76,107.39,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
997e4ef9-2383-4063-ae49-4ea64716769e,48.0,Female,Christineberg,Medium,2021-10-29 00:00:00,,,,,,,,,,,,,,
72ef323a-1608-4a07-ad39-af7daf0b4b08,25.0,Female,Samuelside,Low,2022-03-26 00:00:00,,,,,,,,,,,,,,
fd03f67e-520f-4c52-a55b-66ec6d737026,55.0,Male,New Benjaminton,Medium,2024-06-01 00:00:00,,,,,,,,,,,,,,
6e1feeab-c26b-4462-ae4c-77ff8d6e5b35,27.0,Female,Lanestad,Low,2022-05-10 00:00:00,2.0,550.39,275.195,429.69,120.7,,,,,,,,,
fd35b6b4-ad1c-49cc-9c34-8c2d696f38e2,42.0,Male,Karenbury,Low,2024-04-14 00:00:00,,,,,,4.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0
9af03c6f-88de-4f43-9bc1-445104c6894b,65.0,Male,Jeffreyberg,Medium,2023-12-01 00:00:00,1.0,154.29,154.29,154.29,154.29,,,,,,,,,
697c8e16-03a9-40f0-99f7-eddc12cc7f04,49.0,Female,North Marcohaven,Medium,2020-05-19 00:00:00,,,,,,4.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ed27f98c-9eb0-400a-94dd-227a49b0597f,20.0,Male,Rothbury,High,2019-10-30 00:00:00,,,,,,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
b97bca7b-b634-4655-8c86-3cfb1ee68329,50.0,Female,New Veronica,High,2019-12-24 00:00:00,,,,,,,,,,,,,,
643a2d7f-c241-487f-9a9a-07f06f0d681c,18.0,Male,East Charlesfurt,Medium,2023-09-15 00:00:00,,,,,,,,,,,,,,
c5cc364c-0373-4aec-b421-e5e10f91791f,25.0,Female,East Luis,Low,2020-02-08 00:00:00,2.0,985.19,492.595,802.36,182.83,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0ebe1d89-92e8-4ff6-8442-0e28d99b3a6a,35.0,Female,New Jennifer,Medium,2020-08-27 00:00:00,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6b18200b-0867-4746-887c-ce48371e772a,36.0,Male,Wongville,Medium,2022-08-27 00:00:00,1.0,816.15,816.15,816.15,816.15,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31ee738e-ae09-45fa-847f-a017bf06dae7,62.0,Female,Jennifershire,Low,2022-02-04 00:00:00,,,,,,,,,,,,,,
086370e7-8884-47d7-89b0-776401a43e1c,53.0,Female,Port Jesseside,Medium,2024-04-19 00:00:00,2.0,717.72,358.86,717.72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
b1e89604-77b2-41a8-aff6-d61a8f06e5d5,43.0,Female,Karenton,High,2021-05-16 00:00:00,,,,,,,,,,,,,,
142d2fe3-3958-433b-a163-3899040ab178,35.0,Male,Port Michelle,Medium,2022-03-29 00:00:00,1.0,806.38,806.38,806.38,806.38,4.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0
3cd2663d-689b-438a-bcf1-47a311955e35,32.0,Female,Owensfort,Medium,2022-02-16 00:00:00,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
eab87908-af4d-46ef-b39f-4b1ec9d59980,39.0,Female,North Larry,Medium,2021-06-09 00:00:00,2.0,1280.17,640.085,907.72,372.45,,,,,,,,,
c2fe7e28-037e-4cea-822f-1a067e6d4ce3,60.0,Female,New Gavinhaven,High,2020-04-11 00:00:00,,,,,,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
28097c07-e810-4e64-8eae-bff2abd81bc1,26.0,Female,Lake David,High,2021-02-12 00:00:00,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
c584f7db-9f8c-4012-b52e-089eadc9fde3,67.0,Female,Stephensonmouth,High,2022-02-27 00:00:00,2.0,781.3,390.65,555.73,225.57,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6007c09a-d082-4218-9cdd-087ec3d24dec,43.0,Female,Garciaton,High,2019-08-16 00:00:00,1.0,554.59,554.59,554.59,554.59,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
acf61979-471d-4d03-99cf-bdd3668261a6,59.0,Female,North Elizabeth,Low,2021-12-29 00:00:00,1.0,27.19,27.19,27.19,27.19,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
afc2cf41-aacb-482c-a3f0-2f68035c44f7,57.0,Male,Allenchester,Low,2023-04-06 00:00:00,2.0,1001.1500000000001,500.57500000000005,734.85,266.3,,,,,,,,,
6bc3aaad-57cc-4fae-b57f-18faa88ce95b,61.0,Male,West Randall,Low,2019-11-08 00:00:00,2.0,624.49,312.245,438.52,185.97,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
401302a0-2748-49f3-bf78-d778d21d4cc7,23.0,Female,Vasquezburgh,Medium,2020-08-15 00:00:00,2.0,627.54,313.77,394.53,233.01,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2d18e68b-8e15-4bea-9e3d-bc7e7797724d,19.0,Female,Laurenville,High,2020-03-16 00:00:00,1.0,413.84,413.84,413.84,413.84,,,,,,,,,
4ad318fa-7d5a-4d6c-8106-09e5a8618a6c,64.0,Female,Port Larrychester,Medium,2019-09-19 00:00:00,,,,,,,,,,,,,,
66e01489-30f2-4461-bd51-1a6713c7634b,39.0,Female,Lauriehaven,Low,2020-06-25 00:00:00,1.0,364.97,364.97,364.97,364.97,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
55628222-182b-42a2-b37f-325d789530f3,66.0,Male,Silvaville,High,2024-05-02 00:00:00,1.0,504.53,504.53,504.53,504.53,,,,,,,,,
2353e631-3267-4287-aae4-4e05b71a0bb1,28.0,Female,Benjaminborough,Low,2019-07-26 00:00:00,2.0,1126.83,563.415,572.89,553.94,,,,,,,,,
18963973-89cc-4431-accb-330847c9d548,51.0,Female,Port Maryland,Medium,2021-11-02 00:00:00,,,,,,,,,,,,,,
eb404291-dab0-4733-b0e2-00676e7678a1,64.0,Male,Wilsonton,Medium,2023-06-07 00:00:00,,,,,,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
872782ff-e097-4d0e-92bf-0fc07f391905,29.0,Male,Lake Cherylbury,High,2023-03-02 00:00:00,2.0,209.3,104.65,145.9,63.4,,,,,,,,,
fe3b0536-0a29-4ef4-a8bb-6fbc3171d44f,59.0,Female,East Nathantown,High,2022-04-14 00:00:00,1.0,535.24,535.24,535.24,535.24,,,,,,,,,
2da3a384-4f08-4048-871b-a1acfe7d7c59,70.0,Male,East Kimberly,High,2019-09-07 00:00:00,2.0,1845.1,922.55,998.37,846.73,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
b50a3503-2898-453b-92cb-248ea177dffb,29.0,Female,Georgehaven,Medium,2019-12-24 00:00:00,,,,,,,,,,,,,,
31aaa228-98f0-473d-8ee8-9f66f1a7f2d7,69.0,Female,North Sarahfort,Low,2024-01-16 00:00:00,1.0,264.58,264.58,264.58,264.58,,,,,,,,,
f9ab3c05-425f-4739-8e23-5197e518e250,33.0,Female,Andrewville,Medium,2023-02-18 00:00:00,2.0,909.0,454.5,884.73,24.27,,,,,,,,,
1cb3b94e-a27e-43d4-9438-f6a889623d0f,55.0,Female,North Mikefurt,Medium,2023-09-19 00:00:00,,,,,,,,,,,,,,
f102f93b-f32c-41d3-adcc-25e02a67c34f,49.0,Female,Meganstad,High,2020-01-26 00:00:00,2.0,1027.3,513.65,836.02,191.28,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6b2f8f03-ab9e-48a6-a07e-10e794b04fe0,65.0,Male,Lake Karen,Low,2023-04-04 00:00:00,2.0,1318.55,659.275,764.04,554.51,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
576d68cf-0bd0-40a8-8710-eee2c706f81e,42.0,Female,West Cynthiamouth,High,2020-06-30 00:00:00,1.0,683.65,683.65,683.65,683.65,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
e4f5c19b-60e0-4e10-9735-88d05adf0667,67.0,Male,Melissaborough,Low,2023-06-16 00:00:00,1.0,823.58,823.58,823.58,823.58,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
87a3e2eb-e4e0-42fb-8efe-b2076bc86ad7,30.0,Male,Kingberg,Medium,2023-09-04 00:00:00,,,,,,,,,,,,,,
14ae708b-187e-4848-8371-b452194722af,67.0,Female,Perrystad,Low,2024-06-20 00:00:00,,,,,,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
df02206f-1c15-4d49-9a7d-0ff4026a8d44,44.0,Male,Joeview,Low,2024-02-01 00:00:00,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
dfc7e609-6b6f-4007-8305-6ebce3f35d7f,62.0,Male,Williamfurt,Low,2022-01-20 00:00:00,,,,,,,,,,,,,,
2529044c-e151-4f75-ac8f-ad9febf25ac5,53.0,Male,Jessicachester,High,2019-07-27 00:00:00,1.0,576.11,576.11,576.11,576.11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6a4fcf07-d4f6-44cf-9d47-ddae1917f808,42.0,Male,Baileyberg,High,2022-05-26 00:00:00,1.0,257.62,257.62,257.62,257.62,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4c95e2ed-ec52-41cd-8258-01910de21d71,70.0,Male,East Michaelville,Low,2024-06-03 00:00:00,1.0,234.32,234.32,234.32,234.32,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4045223b-67b5-44b7-a1fd-81f5c181ffd1,36.0,Female,Hernandezton,Medium,2022-06-22 00:00:00,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
d628f478-28c1-4d09-b926-8d586d8dea98,44.0,Male,South Carol,High,2020-10-04 00:00:00,,,,,,,,,,,,,,
edbc4b21-e53a-4f7c-bf1f-7dc9f9557ca5,27.0,Female,Davidfort,High,2023-12-13 00:00:00,1.0,213.16,213.16,213.16,213.16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
54b3556e-e480-41a2-9dcd-7da1d91655aa,57.0,Male,East Betty,Medium,2024-06-08 00:00:00,3.0,1298.47,432.8233333333333,861.39,113.56,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5736efce-e87a-4e6d-a7b0-803d8aea3c75,51.0,Male,Stephaniemouth,Medium,2020-01-24 00:00:00,1.0,948.19,948.19,948.19,948.19,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
62f37d97-41b6-4fe3-90de-0608c41ab069,50.0,Male,Waynechester,Low,2021-03-22 00:00:00,1.0,380.23,380.23,380.23,380.23,,,,,,,,,
768b95d6-378c-462e-8d70-22c41d6c65bf,39.0,Male,Marshalltown,Medium,2021-08-30 00:00:00,3.0,1046.9099999999999,348.96999999999997,638.27,119.18,,,,,,,,,
